"text","label"
"Solo un cerdo diria eso","ofensivo"
"realmente Me encanta tu amable hoy","limpio"
"realmente Vete, tonto","ofensivo"
"a veces Que respetuoso actitud en serio","limpio"
"un poco Me pareces un inutil en serio","ofensivo"
"Qué manco persona hoy","ofensivo"
"siempre Menuda pendejo por favor","ofensivo"
"a veces Qué zángano comentario ya","ofensivo"
"Que cretino eres ya","ofensivo"
"un poco Menuda zorra","ofensivo"
"a veces Qué patético persona hoy","ofensivo"
"tan Que subnormal comentario por favor","ofensivo"
"muy Me pareces un estupido hoy","ofensivo"
"Qué basura tan grande por favor","ofensivo"
"tan No sabes nada","ofensivo"
"a veces Que basura eres hoy","ofensivo"
"un poco Eres tan basura en serio","ofensivo"
"realmente Gracias por ser tan maduro","limpio"
"a veces Qué malparido comentario en serio","ofensivo"
"un poco Qué confiable actitud ya","limpio"
"siempre Me pareces un zangano hoy","ofensivo"
"un poco Qué gilipollas persona ya","ofensivo"
"un poco Que optimista detalle ya","limpio"
"siempre Pareces un zángano en serio","ofensivo"
"a veces patetico","ofensivo"
"Que respetuoso detalle ya","limpio"
"a veces Eres pesimo en esto","ofensivo"
"un poco Qué generoso actitud","limpio"
"muy Que comprensivo eres ya","limpio"
"a veces Vete a la mierda, basura","ofensivo"
"tan No eres mas que un basura por favor","ofensivo"
"a veces Que zangano comentario en serio","ofensivo"
"un poco confiable","limpio"
"realmente Me parece que eres muy simpatico de verdad","limpio"
"Eres muy comprensivo ya","limpio"
"a veces Que optimista persona en serio","limpio"
"realmente Que grosero eres","ofensivo"
"muy Vete a la mierda, patético de verdad","ofensivo"
"a veces Nadie te toma en serio","ofensivo"
"un poco Gracias por ser amable de verdad","limpio"
"Menuda pendejo hoy","ofensivo"
"tan Me parece que eres muy dedicado por favor","limpio"
"Que imbecil comentario","ofensivo"
"siempre Que imbecil tan grande por favor","ofensivo"
"muy Qué respetuoso actitud por favor","limpio"
"muy Tu maduro es admirable en serio","limpio"
"a veces Qué zángano tan grande hoy","ofensivo"
"tan Solo un burro diria eso por favor","ofensivo"
"un poco Eres un auténtico pendejo de verdad","ofensivo"
"realmente Vete a la mierda, pendejo","ofensivo"
"un poco Eres muy inspirador por favor","limpio"
"a veces No eres mas que un zorra de verdad","ofensivo"
"a veces Me encanta tu inteligente hoy","limpio"
"Que subnormal comentario","ofensivo"
"No eres más que un torpe","ofensivo"
"realmente Eres muy optimista por favor","limpio"
"siempre Me pareces un manco por favor","ofensivo"
"Que valiente actitud de verdad","limpio"
"realmente Que torpe eres de verdad","ofensivo"
"un poco Que amable actitud en serio","limpio"
"un poco Qué patético eres hoy","ofensivo"
"Menuda tonto por favor","ofensivo"
"tan Eres tan tonto en serio","ofensivo"
"realmente Tu comprensivo es admirable","limpio"
"realmente Tu confiable es admirable hoy","limpio"
"tan Qué burro actitud tienes en serio","ofensivo"
"muy Tu responsable es admirable de verdad","limpio"
"Tu trabajo es muy simpatico","limpio"
"muy Qué pendejo tan grande en serio","ofensivo"
"tan Qué maduro persona de verdad","limpio"
"muy Me parece que eres muy respetuoso ya","limpio"
"tan Qué malparido tan grande en serio","ofensivo"
"un poco Que generoso persona de verdad","limpio"
"un poco Vete a la mierda, inútil ya","ofensivo"
"Eres un autentico malparido ya","ofensivo"
"un poco Que valiente detalle de verdad","limpio"
"tan Qué idiota tan grande de verdad","ofensivo"
"Qué zángano persona en serio","ofensivo"
"muy Vete, zángano de verdad","ofensivo"
"realmente Solo un patetico diria eso en serio","ofensivo"
"muy Pareces un tonto de verdad","ofensivo"
"a veces Eres amable con todos","limpio"
"realmente Tu trabajo es muy inspirador de verdad","limpio"
"Que idiota comentario hoy","ofensivo"
"a veces Gracias por ser considerado por favor","limpio"
"tan Eres un idiota ya","ofensivo"
"siempre Me pareces un zorra ya","ofensivo"
"tan Tu trabajo es muy inteligente por favor","limpio"
"realmente Solo un pendejo diria eso hoy","ofensivo"
"a veces Gracias por ser tan talentoso hoy","limpio"
"siempre Menuda gilipollas por favor","ofensivo"
"a veces Menuda imbecil hoy","ofensivo"
"Que inteligente actitud de verdad","limpio"
"tan Me parece que eres muy optimista por favor","limpio"
"tan Eres un cabron por favor","ofensivo"
"tan Eres muy dedicado hoy","limpio"
"a veces Menuda zángano ya","ofensivo"
"siempre Eres un autentico idiota de verdad","ofensivo"
"muy Eres un idiota por favor","ofensivo"
"tan Tu trabajo es muy maduro en serio","limpio"
"un poco Eres muy inspirador de verdad","limpio"
"realmente Menuda malparido hoy","ofensivo"
"siempre Me parece que eres muy confiable de verdad","limpio"
"un poco Que inutil persona de verdad","ofensivo"
"un poco Qué gilipollas actitud tienes hoy","ofensivo"
"realmente Que zangano eres en serio","ofensivo"
"a veces Tu comportamiento apesta","ofensivo"
"No eres mas que un tonto","ofensivo"
"un poco Que cretino comentario de verdad","ofensivo"
"tan Tu amable es admirable","limpio"
"realmente inteligente","limpio"
"a veces Eres muy respetuoso hoy","limpio"
"a veces Vete, cerdo","ofensivo"
"un poco Qué patético comentario por favor","ofensivo"
"tan Qué amable gesto","limpio"
"muy Eres tan patético por favor","ofensivo"
"siempre Que inutil tan grande de verdad","ofensivo"
"Qué comprensivo persona ya","limpio"
"muy Qué agradable eres","limpio"
"muy Eres un autentico malparido","ofensivo"
"un poco Qué simpático persona ya","limpio"
"Que amable fuiste","limpio"
"a veces estupido","ofensivo"
"Que considerado detalle por favor","limpio"
"a veces Qué estúpido actitud tienes por favor","ofensivo"
"muy Que amable persona en serio","limpio"
"realmente Que talentoso eres hoy","limpio"
"muy Me encanta tu valiente por favor","limpio"
"tan Qué cretino eres en serio","ofensivo"
"Qué confiable actitud ya","limpio"
"tan Menuda zorra ya","ofensivo"
"a veces Me encanta tu respetuoso","limpio"
"tan Solo un malparido diría eso en serio","ofensivo"
"Que simpatico persona hoy","limpio"
"a veces Que cerdo actitud tienes por favor","ofensivo"
"Eres una gran inspiracion","limpio"
"tan Qué simpático eres de verdad","limpio"
"Vete a la mierda, inútil ya","ofensivo"
"siempre Menuda basura en serio","ofensivo"
"a veces Eres un autentico manco","ofensivo"
"tan Que valiente detalle ya","limpio"
"siempre Solo un patetico diria eso ya","ofensivo"
"muy Qué zorra tan grande de verdad","ofensivo"
"muy Tu respetuoso es admirable en serio","limpio"
"Que cabron comentario en serio","ofensivo"
"siempre Vete, inútil hoy","ofensivo"
"siempre Eres un zorra","ofensivo"
"realmente Eres un estupido de verdad","ofensivo"
"tan Qué cretino eres de verdad","ofensivo"
"muy Qué patético eres hoy","ofensivo"
"siempre Vete, cretino en serio","ofensivo"
"realmente Eres tan imbecil ya","ofensivo"
"Que maduro detalle ya","limpio"
"muy Qué respetuoso eres de verdad","limpio"
"tan Tu trabajo es muy confiable en serio","limpio"
"muy Me encanta tu comprensivo de verdad","limpio"
"a veces Vete a la mierda, zorra ya","ofensivo"
"Que torpe eres","ofensivo"
"siempre Que torpe comentario ya","ofensivo"
"realmente Que comprensivo detalle ya","limpio"
"muy Qué burro persona en serio","ofensivo"
"a veces Me parece que eres muy responsable ya","limpio"
"muy Me pareces un patético por favor","ofensivo"
"realmente Me parece que eres muy valiente de verdad","limpio"
"tan Qué amable actitud de verdad","limpio"
"un poco Pareces un cerdo de verdad","ofensivo"
"siempre Eres tan patetico de verdad","ofensivo"
"siempre Vete, inutil de verdad","ofensivo"
"tan Vete a la mierda, malparido en serio","ofensivo"
"un poco Vete, imbecil hoy","ofensivo"
"un poco Que talentoso eres en serio","limpio"
"Eres tan subnormal","ofensivo"
"muy Vete a la mierda, manco en serio","ofensivo"
"siempre Que subnormal persona hoy","ofensivo"
"Que burro eres por favor","ofensivo"
"Tu trabajo es muy inteligente","limpio"
"muy Qué inteligente detalle hoy","limpio"
"Que burro comentario por favor","ofensivo"
"a veces manco","ofensivo"
"un poco Eres tan basura","ofensivo"
"a veces Qué zángano actitud tienes hoy","ofensivo"
"siempre Que talentoso eres hoy","limpio"
"un poco Que tonto tan grande ya","ofensivo"
"siempre Que zorra tan grande por favor","ofensivo"
"muy Gracias por ser tan comprensivo ya","limpio"
"siempre Me parece que eres muy responsable en serio","limpio"
"Eres un auténtico manco por favor","ofensivo"
"siempre Que pendejo actitud tienes ya","ofensivo"
"Qué cerdo actitud tienes hoy","ofensivo"
"Qué responsable persona por favor","limpio"
"tan Siempre dices tonterías","ofensivo"
"siempre Que simpatico detalle ya","limpio"
"siempre Qué malparido persona ya","ofensivo"
"Eres tan cabron","ofensivo"
"Gracias por ser tan maduro de verdad","limpio"
"a veces Me pareces un imbecil ya","ofensivo"
"un poco Tu responsable es admirable hoy","limpio"
"Que valiente actitud","limpio"
"Qué idiota persona","ofensivo"
"siempre Gracias por ser tan valiente de verdad","limpio"
"a veces Qué inteligente eres por favor","limpio"
"Qué valiente persona por favor","limpio"
"un poco Me parece que eres muy comprensivo en serio","limpio"
"Que talentoso eres por favor","limpio"
"siempre Qué pendejo persona por favor","ofensivo"
"realmente Que inteligente persona ya","limpio"
"Qué tonto actitud tienes hoy","ofensivo"
"a veces Eres muy inspirador de verdad","limpio"
"tan Pareces un malparido por favor","ofensivo"
"siempre Que simpatico eres ya","limpio"
"muy Que cretino persona","ofensivo"
"muy Solo un zangano diria eso por favor","ofensivo"
"Eres un error","ofensivo"
"No eres mas que un inutil ya","ofensivo"
"Tu dedicado es admirable por favor","limpio"
"muy Me pareces un burro por favor","ofensivo"
"siempre Vete a la mierda, cretino en serio","ofensivo"
"siempre Gracias por ser confiable hoy","limpio"
"realmente Vete, inútil","ofensivo"
"tan Pareces un zángano en serio","ofensivo"
"a veces Gracias por ser talentoso por favor","limpio"
"Que inutil eres en serio","ofensivo"
"siempre No eres mas que un tonto en serio","ofensivo"
"a veces Qué cerdo comentario en serio","ofensivo"
"un poco Que torpe eres por favor","ofensivo"
"siempre Gracias por ser simpático de verdad","limpio"
"Eres tan cretino de verdad","ofensivo"
"Me parece que eres muy considerado en serio","limpio"
"Me pareces un estupido ya","ofensivo"
"muy basura","ofensivo"
"Que zangano tan grande en serio","ofensivo"
"a veces Eres tan malparido de verdad","ofensivo"
"a veces Vete a la mierda, gilipollas hoy","ofensivo"
"realmente No eres más que un cerdo por favor","ofensivo"
"muy Que subnormal comentario ya","ofensivo"
"muy Tu trabajo es muy simpatico en serio","limpio"
"realmente Tu confiable es admirable ya","limpio"
"Me parece que eres muy inteligente de verdad","limpio"
"a veces Menuda manco ya","ofensivo"
"Gracias por ser valiente","limpio"
"muy Que bonito dia","limpio"
"Qué talentoso eres ya","limpio"
"tan cretino","ofensivo"
"un poco Menuda pendejo de verdad","ofensivo"
"siempre Gracias por ser responsable en serio","limpio"
"tan Gracias por tu consejo","limpio"
"Vete a la mierda, pendejo hoy","ofensivo"
"muy Que dedicado eres ya","limpio"
"Me parece que eres muy simpatico por favor","limpio"
"Gracias por ser respetuoso hoy","limpio"
"tan Vete, cerdo hoy","ofensivo"
"muy Qué maduro actitud en serio","limpio"
"muy Qué imbecil tan grande de verdad","ofensivo"
"tan Me parece que eres muy responsable","limpio"
"realmente Qué malparido eres en serio","ofensivo"
"siempre Gracias por ser tan optimista ya","limpio"
"tan Que malparido comentario en serio","ofensivo"
"siempre Gracias por ser tan confiable","limpio"
"siempre Gracias por tu comprensión","limpio"
"tan Eres un inutil por favor","ofensivo"
"a veces Menuda cretino hoy","ofensivo"
"tan Gracias por ser responsable de verdad","limpio"
"realmente Que comprensivo eres","limpio"
"Eres un buen ejemplo","limpio"
"muy No eres mas que un manco en serio","ofensivo"
"un poco Gracias por ser valiente hoy","limpio"
"realmente Eres un imbecil hoy","ofensivo"
"a veces Me pareces un manco en serio","ofensivo"
"siempre Que subnormal actitud tienes ya","ofensivo"
"realmente Me pareces un estupido ya","ofensivo"
"un poco Vete a la mierda, burro de verdad","ofensivo"
"tan Qué amable actitud","limpio"
"Qué inteligente eres en serio","limpio"
"tan torpe","ofensivo"
"siempre Que inutil persona ya","ofensivo"
"realmente Qué basura comentario en serio","ofensivo"
"un poco Vete a la mierda, cabron hoy","ofensivo"
"un poco Me encanta tu comprensivo ya","limpio"
"siempre Que manco eres por favor","ofensivo"
"a veces Gracias por ser considerado","limpio"
"siempre Qué cretino actitud tienes por favor","ofensivo"
"siempre Que subnormal tan grande ya","ofensivo"
"a veces Vete a la mierda, estúpido por favor","ofensivo"
"Solo un cretino diría eso hoy","ofensivo"
"un poco Solo un tonto diría eso de verdad","ofensivo"
"a veces Vete, tonto","ofensivo"
"un poco Qué talentoso eres por favor","limpio"
"tan Que respetuoso eres","limpio"
"Gracias por ser inspirador de verdad","limpio"
"tan Pareces un cabron","ofensivo"
"Solo un pendejo diría eso ya","ofensivo"
"realmente Vete, inutil por favor","ofensivo"
"realmente Pareces un cabron de verdad","ofensivo"
"un poco Me encanta tu simpático hoy","limpio"
"realmente Qué zorra tan grande en serio","ofensivo"
"realmente Vete, cerdo ya","ofensivo"
"realmente No eres más que un cabron hoy","ofensivo"
"Tu dedicado es admirable","limpio"
"muy Que amable persona","limpio"
"a veces Qué malparido eres por favor","ofensivo"
"Gracias por ser confiable por favor","limpio"
"muy Tu comportamiento apesta","ofensivo"
"tan Tu comportamiento es estúpido","ofensivo"
"muy Que maduro actitud por favor","limpio"
"a veces Siempre dices tonterías","ofensivo"
"tan Eres un autentico zorra","ofensivo"
"realmente Gracias por ser responsable de verdad","limpio"
"muy Que talentoso eres por favor","limpio"
"Solo un tonto diría eso de verdad","ofensivo"
"siempre Vete a la mierda, idiota ya","ofensivo"
"realmente Vete, pendejo hoy","ofensivo"
"siempre Me pareces un cerdo ya","ofensivo"
"tan Eres un malparido de verdad","ofensivo"
"siempre Me parece que eres muy respetuoso por favor","limpio"
"Que responsable actitud por favor","limpio"
"a veces generoso","limpio"
"a veces Que tonto persona de verdad","ofensivo"
"siempre Que basura tan grande hoy","ofensivo"
"Qué considerado persona por favor","limpio"
"a veces Que inspirador actitud de verdad","limpio"
"tan No eres más que un cabron de verdad","ofensivo"
"un poco Pareces un tonto de verdad","ofensivo"
"un poco Que patetico actitud tienes ya","ofensivo"
"tan zorra","ofensivo"
"realmente Que idiota actitud tienes","ofensivo"
"un poco Menuda patetico en serio","ofensivo"
"Qué pérdida de tiempo eres","ofensivo"
"a veces Gracias por ser inspirador hoy","limpio"
"siempre Tu inteligente es admirable por favor","limpio"
"un poco Qué bonito día","limpio"
"Tu simpático es admirable ya","limpio"
"a veces Me encanta tu responsable en serio","limpio"
"muy Tu inspirador es admirable ya","limpio"
"realmente Que dedicado detalle","limpio"
"un poco Me encanta tu valiente hoy","limpio"
"muy Que inutil actitud tienes","ofensivo"
"siempre Que basura actitud tienes por favor","ofensivo"
"siempre Gracias por ser tan simpatico de verdad","limpio"
"siempre Qué zángano tan grande","ofensivo"
"siempre Eres un manco hoy","ofensivo"
"tan Que simpatico eres en serio","limpio"
"tan Eres tan gilipollas","ofensivo"
"Gracias por ser tan generoso hoy","limpio"
"un poco Que zangano eres en serio","ofensivo"
"siempre Me pareces un tonto hoy","ofensivo"
"muy Qué burro actitud tienes en serio","ofensivo"
"tan Que imbecil comentario en serio","ofensivo"
"realmente Me parece que eres muy respetuoso ya","limpio"
"siempre Eres muy maduro de verdad","limpio"
"muy Vete a la mierda, inutil hoy","ofensivo"
"a veces Me encanta tu maduro de verdad","limpio"
"un poco Que zangano actitud tienes por favor","ofensivo"
"Solo un idiota diria eso ya","ofensivo"
"Que cretino comentario ya","ofensivo"
"realmente Qué optimista persona hoy","limpio"
"tan Eres un autentico tonto por favor","ofensivo"
"Me encanta tu dedicado","limpio"
"siempre No eres mas que un cerdo de verdad","ofensivo"
"Me encanta tu considerado","limpio"
"realmente Me encanta tu talentoso hoy","limpio"
"un poco Qué idiota comentario de verdad","ofensivo"
"realmente Que persona mas desagradable","ofensivo"
"un poco Vete a la mierda, malparido de verdad","ofensivo"
"tan Gracias por ser generoso por favor","limpio"
"Que malparido comentario en serio","ofensivo"
"muy Que patetico comentario en serio","ofensivo"
"siempre Qué imbecil comentario en serio","ofensivo"
"muy Qué optimista persona en serio","limpio"
"a veces No eres más que un inútil hoy","ofensivo"
"un poco Eres muy considerado","limpio"
"realmente Que comprensivo eres ya","limpio"
"tan No sabes nada","ofensivo"
"un poco Que talentoso persona en serio","limpio"
"muy Me pareces un idiota por favor","ofensivo"
"tan Qué basura eres","ofensivo"
"muy Me encanta tu simpático en serio","limpio"
"un poco Vete a la mierda, cretino","ofensivo"
"realmente Eres tan basura de verdad","ofensivo"
"un poco Gracias por tu esfuerzo","limpio"
"a veces Que inspirador detalle de verdad","limpio"
"tan Solo un burro diría eso por favor","ofensivo"
"Que malparido comentario por favor","ofensivo"
"siempre Qué cretino comentario ya","ofensivo"
"Qué generoso persona de verdad","limpio"
"Tu existencia molesta","ofensivo"
"Eres un autentico zangano por favor","ofensivo"
"Eres tan tonto hoy","ofensivo"
"a veces Vete a la mierda, inútil de verdad","ofensivo"
"siempre Gracias por ser generoso hoy","limpio"
"realmente Me pareces un gilipollas en serio","ofensivo"
"siempre Gracias por ser tan maduro de verdad","limpio"
"realmente Me pareces un imbécil ya","ofensivo"
"a veces Eres un burro hoy","ofensivo"
"realmente No eres más que un zorra hoy","ofensivo"
"Qué inútil tan grande de verdad","ofensivo"
"un poco Eres una excelente persona","limpio"
"Qué inteligente detalle en serio","limpio"
"tan Gracias por ser tan respetuoso ya","limpio"
"un poco Eres tan cerdo","ofensivo"
"Vete a la mierda, manco por favor","ofensivo"
"un poco Menuda zángano","ofensivo"
"a veces No eres mas que un pendejo","ofensivo"
"tan Me pareces un torpe en serio","ofensivo"
"Que considerado persona en serio","limpio"
"tan Vete a la mierda, zorra ya","ofensivo"
"tan Eres tan cerdo de verdad","ofensivo"
"un poco Vete, basura ya","ofensivo"
"muy Qué inútil actitud tienes en serio","ofensivo"
"siempre Qué comprensivo actitud por favor","limpio"
"realmente No te aguanto","ofensivo"
"realmente Que basura comentario de verdad","ofensivo"
"un poco Tu considerado es admirable de verdad","limpio"
"Qué cerdo persona hoy","ofensivo"
"siempre No sirves para nada","ofensivo"
"Eres una inspiracion","limpio"
"siempre Pareces un imbecil ya","ofensivo"
"tan Eres un malparido por favor","ofensivo"
"tan Solo un gilipollas diria eso por favor","ofensivo"
"muy Eres un manco en serio","ofensivo"
"tan No eres más que un basura por favor","ofensivo"
"a veces Eres un gilipollas","ofensivo"
"tan Qué zorra comentario por favor","ofensivo"
"Eres tan zorra hoy","ofensivo"
"realmente Tu actitud es pesima","ofensivo"
"muy Gracias por ser tan comprensivo ya","limpio"
"tan Que amable eres en serio","limpio"
"muy Gracias por ser maduro ya","limpio"
"siempre Qué dedicado detalle de verdad","limpio"
"siempre Gracias por ser optimista","limpio"
"muy Que cretino persona en serio","ofensivo"
"un poco No eres mas que un torpe ya","ofensivo"
"muy Gracias por ser talentoso en serio","limpio"
"Eres un autentico malparido en serio","ofensivo"
"realmente Tu comprensivo es admirable en serio","limpio"
"tan Vete, cabron por favor","ofensivo"
"siempre Vete, gilipollas hoy","ofensivo"
"realmente Eres un zangano ya","ofensivo"
"un poco Me pareces un idiota de verdad","ofensivo"
"un poco Vete, inutil ya","ofensivo"
"muy Eres un cretino hoy","ofensivo"
"muy Eres un zorra","ofensivo"
"a veces Eres un autentico torpe hoy","ofensivo"
"siempre Que zangano eres de verdad","ofensivo"
"muy Que basura comentario","ofensivo"
"siempre Vete a la mierda, subnormal de verdad","ofensivo"
"Solo un cretino diría eso","ofensivo"
"siempre No eres más que un cretino ya","ofensivo"
"Solo un malparido diría eso de verdad","ofensivo"
"un poco Menuda basura de verdad","ofensivo"
"un poco Eres muy talentoso por favor","limpio"
"muy Eres un autentico cabron","ofensivo"
"tan Qué simpático persona ya","limpio"
"Pareces un cerdo por favor","ofensivo"
"siempre Me parece que eres muy respetuoso hoy","limpio"
"siempre Me parece que eres muy optimista hoy","limpio"
"tan Pareces un patético de verdad","ofensivo"
"un poco Me encanta tu generoso de verdad","limpio"
"tan Que respetuoso eres por favor","limpio"
"siempre No eres mas que un zorra de verdad","ofensivo"
"a veces Pareces un malparido","ofensivo"
"un poco Vete, burro en serio","ofensivo"
"a veces No eres más que un gilipollas por favor","ofensivo"
"siempre Me encanta tu considerado","limpio"
"muy Me encanta tu amable ya","limpio"
"tan Me parece que eres muy maduro en serio","limpio"
"Que gilipollas actitud tienes","ofensivo"
"a veces Que generoso persona por favor","limpio"
"Gracias por ser valiente de verdad","limpio"
"Me encanta tu valiente por favor","limpio"
"a veces Qué respetuoso persona de verdad","limpio"
"siempre Qué inspirador eres ya","limpio"
"tan Eres tan malparido","ofensivo"
"muy Qué simpático eres","limpio"
"un poco Eres un patético","ofensivo"
"Eres un manco en serio","ofensivo"
"tan Gracias por ser tan considerado en serio","limpio"
"Qué torpe comentario hoy","ofensivo"
"siempre Qué pendejo eres por favor","ofensivo"
"muy Vete, manco ya","ofensivo"
"Qué idiota persona ya","ofensivo"
"tan Tu valiente es admirable","limpio"
"realmente Eres un autentico cabron en serio","ofensivo"
"muy Menuda estúpido hoy","ofensivo"
"muy Que tipo tan molesto","ofensivo"
"un poco Tu valiente es admirable hoy","limpio"
"siempre Que optimista persona ya","limpio"
"a veces Eres una inspiración","limpio"
"siempre Qué bonito gesto","limpio"
"a veces Qué talentoso persona de verdad","limpio"
"tan Gracias por tu dedicacion","limpio"
"un poco Eres muy respetuoso de verdad","limpio"
"muy Menuda inutil hoy","ofensivo"
"a veces Me pareces un idiota hoy","ofensivo"
"un poco Qué amable persona hoy","limpio"
"Pareces un basura ya","ofensivo"
"Que tonto actitud tienes por favor","ofensivo"
"un poco Me encanta tu generoso en serio","limpio"
"siempre Qué gusto coincidir","limpio"
"a veces Que basura comentario ya","ofensivo"
"siempre Que basura actitud tienes ya","ofensivo"
"Eres un idiota ya","ofensivo"
"siempre Tu valiente es admirable hoy","limpio"
"a veces Qué responsable detalle","limpio"
"a veces Qué comprensivo actitud","limpio"
"tan Me pareces un pendejo por favor","ofensivo"
"siempre No eres más que un tonto ya","ofensivo"
"siempre Gracias por ser inspirador por favor","limpio"
"tan Me parece que eres muy comprensivo en serio","limpio"
"realmente Que gusto saludarte","limpio"
"muy Me parece que eres muy considerado","limpio"
"Qué generoso actitud por favor","limpio"
"un poco Gracias por ser tan talentoso","limpio"
"muy Pareces un patético","ofensivo"
"muy Que cabron comentario hoy","ofensivo"
"Me encanta tu inteligente por favor","limpio"
"tan Eres tan basura","ofensivo"
"a veces Gracias por ser tan generoso hoy","limpio"
"un poco Tu trabajo es muy maduro de verdad","limpio"
"muy Solo un patetico diria eso","ofensivo"
"tan Que zorra tan grande hoy","ofensivo"
"siempre Que subnormal comentario por favor","ofensivo"
"muy Me encanta tu maduro","limpio"
"siempre Me pareces un imbécil","ofensivo"
"un poco Que idiota eres","ofensivo"
"tan Me pareces un basura en serio","ofensivo"
"tan Eres un autentico idiota hoy","ofensivo"
"un poco Eres tan burro","ofensivo"
"tan Solo un patético diría eso","ofensivo"
"realmente Qué talentoso detalle","limpio"
"a veces Gracias por ser tan dedicado hoy","limpio"
"tan Qué inútil comentario en serio","ofensivo"
"muy Eres tan zangano de verdad","ofensivo"
"un poco Vete a la mierda, estúpido hoy","ofensivo"
"realmente Tu trabajo es muy comprensivo por favor","limpio"
"muy Pareces un estupido hoy","ofensivo"
"Que malparido actitud tienes ya","ofensivo"
"muy Vete, estúpido","ofensivo"
"realmente Qué inspirador detalle en serio","limpio"
"tan Qué agradable eres","limpio"
"muy Eres tan pendejo","ofensivo"
"tan Solo un basura diria eso","ofensivo"
"tan Me pareces un subnormal","ofensivo"
"Que respetuoso actitud hoy","limpio"
"un poco Me pareces un idiota","ofensivo"
"a veces Solo un cerdo diría eso en serio","ofensivo"
"siempre Que subnormal actitud tienes en serio","ofensivo"
"Eres muy valiente","limpio"
"a veces Eres muy amable por favor","limpio"
"un poco Gracias por ser talentoso hoy","limpio"
"Me pareces un imbécil por favor","ofensivo"
"a veces Gracias por ser tan optimista en serio","limpio"
"Eres un auténtico inútil hoy","ofensivo"
"a veces Pareces un tonto hoy","ofensivo"
"un poco Vete a la mierda, imbécil ya","ofensivo"
"un poco Qué manco eres en serio","ofensivo"
"cretino","ofensivo"
"un poco Menuda torpe ya","ofensivo"
"un poco No eres mas que un basura ya","ofensivo"
"un poco Vete, basura hoy","ofensivo"
"Eres un imbecil por favor","ofensivo"
"tan Que basura eres","ofensivo"
"realmente Que cabron actitud tienes por favor","ofensivo"
"Eres muy amable ya","limpio"
"siempre Tu valiente es admirable en serio","limpio"
"un poco Gracias por ser tan inteligente","limpio"
"a veces Que idiota comentario hoy","ofensivo"
"Que considerado eres de verdad","limpio"
"realmente Que idiota comentario hoy","ofensivo"
"muy Qué amable actitud de verdad","limpio"
"tan Eres un autentico cerdo hoy","ofensivo"
"tan Que persona mas desagradable","ofensivo"
"a veces Que zangano actitud tienes de verdad","ofensivo"
"siempre Me parece que eres muy generoso ya","limpio"
"Que inutil comentario ya","ofensivo"
"Vete, zángano en serio","ofensivo"
"tan Vete, zangano por favor","ofensivo"
"un poco Pareces un cerdo por favor","ofensivo"
"tan Me parece que eres muy simpatico de verdad","limpio"
"siempre Eres un malparido por favor","ofensivo"
"un poco Eres un autentico idiota de verdad","ofensivo"
"a veces Solo un burro diria eso ya","ofensivo"
"siempre Me parece que eres muy generoso de verdad","limpio"
"muy Vete, malparido","ofensivo"
"tan Me pareces un pendejo","ofensivo"
"muy Tu confiable es admirable de verdad","limpio"
"un poco Menuda idiota de verdad","ofensivo"
"Me pareces un inutil en serio","ofensivo"
"a veces Pareces un zángano hoy","ofensivo"
"siempre Eres tan inútil de verdad","ofensivo"
"tan Menuda idiota en serio","ofensivo"
"a veces Me parece que eres muy considerado hoy","limpio"
"No eres mas que un estupido","ofensivo"
"siempre Gracias por ser amable de verdad","limpio"
"siempre Me pareces un pendejo hoy","ofensivo"
"Vete a la mierda, zorra","ofensivo"
"un poco Me encanta tu inspirador por favor","limpio"
"a veces Gracias por ser tan optimista hoy","limpio"
"siempre Qué subnormal eres de verdad","ofensivo"
"realmente Qué persona más desagradable","ofensivo"
"muy Eres un idiota en serio","ofensivo"
"siempre Menuda imbecil","ofensivo"
"muy Eres una perdida de tiempo","ofensivo"
"Eres un auténtico estúpido en serio","ofensivo"
"siempre Eres un autentico malparido hoy","ofensivo"
"a veces Vete a la mierda, malparido hoy","ofensivo"
"a veces Me parece que eres muy amable por favor","limpio"
"siempre Qué talentoso actitud","limpio"
"Qué optimista detalle","limpio"
"a veces Qué patético persona en serio","ofensivo"
"a veces Qué valiente eres ya","limpio"
"tan Eres muy maduro en serio","limpio"
"a veces Qué torpe tan grande","ofensivo"
"muy Qué barbaridad dijiste","ofensivo"
"Me parece que eres muy inspirador en serio","limpio"
"un poco Que dedicado detalle en serio","limpio"
"muy Que generoso detalle por favor","limpio"
"tan Qué talentoso detalle de verdad","limpio"
"muy Menuda patético hoy","ofensivo"
"siempre Gracias por ser tan dedicado por favor","limpio"
"Vete, zángano","ofensivo"
"Que cabron eres hoy","ofensivo"
"a veces simpatico","limpio"
"muy Vete a la mierda, cerdo hoy","ofensivo"
"tan Qué feo hablas","ofensivo"
"Eres un estupido en serio","ofensivo"
"tan Eres muy comprensivo de verdad","limpio"
"tan Que inutil persona hoy","ofensivo"
"siempre Me encanta tu responsable ya","limpio"
"tan Eres un cretino de verdad","ofensivo"
"muy Qué tonto persona por favor","ofensivo"
"tan Que manco comentario en serio","ofensivo"
"realmente Que basura tan grande en serio","ofensivo"
"tan Me encanta tu amable hoy","limpio"
"tan Vete a la mierda, patetico en serio","ofensivo"
"un poco Menuda idiota ya","ofensivo"
"a veces Vete, torpe de verdad","ofensivo"
"muy Eres un inutil por favor","ofensivo"
"muy Me encanta tu comprensivo por favor","limpio"
